location,property_type,bedrooms,bathrooms,house_size,floor,total_floors,furnished,parking,balcony,age,monthly_rent
Banani,Apartment,3,4,1406,3,6,No,No,Yes,10,64500
Dhanmondi,Apartment,3,2,1097,5,7,No,No,Yes,3,43000
Gulshan,Apartment,4,3,1592,7,8,No,No,Yes,0,77000
Bashundhara,Apartment,2,2,1187,1,10,Yes,Yes,Yes,1,49500
Uttara,Apartment,3,3,1214,1,7,Yes,No,Yes,1,46000
Mohammadpur,Apartment,3,4,1483,5,8,No,Yes,Yes,0,45500
Uttara,House,5,4,1175,6,8,No,No,Yes,0,50500
Jatrabari,Apartment,3,2,1366,3,5,No,Yes,No,6,27000
Mirpur,Apartment,2,3,1165,1,4,No,No,Yes,7,26000
Gulshan,Apartment,2,2,800,4,4,No,Yes,No,6,46500
Mirpur,Apartment,4,3,1565,5,8,Yes,Yes,Yes,0,54000
Mohammadpur,Apartment,2,2,1009,4,5,Yes,Yes,Yes,0,40500
Bashundhara,Apartment,3,2,1348,1,5,No,Yes,Yes,5,44000
Bashundhara,Studio,1,1,516,3,5,Yes,No,Yes,0,25500
Mohammadpur,Apartment,3,2,845,3,4,No,No,Yes,4,24500
Gulshan,Apartment,3,3,961,1,4,Yes,Yes,Yes,5,53500
Gulshan,Apartment,2,3,1022,5,8,No,Yes,Yes,1,57000
Gulshan,Apartment,3,4,1824,3,10,No,No,Yes,12,84500
Khilgaon,Apartment,3,2,1020,2,12,No,Yes,Yes,2,28500
Uttara,Apartment,3,4,1815,6,6,No,Yes,Yes,0,59000
Bashundhara,Studio,1,1,341,3,8,No,No,No,21,10500
Uttara,Apartment,3,3,1530,2,4,Yes,No,Yes,0,62000
Mohammadpur,Apartment,2,2,1254,1,4,Yes,Yes,Yes,0,41500
Bashundhara,Apartment,2,2,1115,6,7,No,Yes,Yes,7,36500
Uttara,Apartment,3,2,1250,3,7,No,Yes,Yes,5,42000
Gulshan,Studio,1,1,512,2,5,Yes,No,Yes,10,34000
Mohammadpur,Apartment,3,2,1091,8,10,No,No,Yes,0,31000
Mirpur,House,3,3,1888,6,6,No,Yes,Yes,8,42000
Mirpur,Apartment,2,1,500,4,8,No,No,Yes,4,14000
Bashundhara,Duplex,6,7,2670,6,7,No,No,Yes,0,109500
Khilgaon,Apartment,3,2,862,5,7,No,No,No,4,20500
Bashundhara,Apartment,2,2,1121,3,8,No,Yes,Yes,8,39500
Mohakhali,Apartment,2,1,764,4,5,Yes,No,No,3,31000
Jatrabari,Apartment,3,3,1180,4,6,No,No,No,0,26000
Banani,Duplex,4,4,3107,3,9,No,Yes,Yes,2,169500
Mirpur,House,4,4,1974,1,5,No,No,Yes,7,46500
Mirpur,Apartment,3,3,1063,6,9,Yes,Yes,Yes,1,42000
Gulshan,Apartment,4,3,1768,2,5,Yes,Yes,Yes,6,107500
Banani,Apartment,2,2,1006,3,6,No,No,Yes,7,45500
Gulshan,Apartment,4,3,1514,2,6,Yes,Yes,Yes,0,95000
Dhanmondi,Apartment,3,2,1225,4,6,No,No,Yes,7,47000
Mirpur,Apartment,3,2,1025,3,9,Yes,Yes,Yes,24,36000
Uttara,Duplex,6,6,2647,7,7,No,No,Yes,9,90500
Mohammadpur,Apartment,3,3,1242,4,8,No,Yes,Yes,6,40500
Bashundhara,Apartment,4,4,1508,8,8,Yes,No,Yes,0,58000
Mohakhali,Apartment,3,4,1436,1,4,No,Yes,Yes,1,46000
Dhanmondi,Apartment,3,2,938,5,6,No,No,Yes,5,40500
Khilgaon,Apartment,3,2,1216,3,9,No,Yes,Yes,4,31000
Uttara,Apartment,3,3,1570,3,6,No,Yes,Yes,3,49000
Banani,House,5,5,1211,1,14,Yes,Yes,Yes,21,60000
Uttara,Apartment,3,3,1139,7,9,No,No,No,10,34000
Mohammadpur,Apartment,3,3,1418,5,8,No,No,Yes,1,41500
Dhanmondi,Apartment,3,2,1116,1,4,Yes,Yes,Yes,1,53500
Uttara,Apartment,3,2,1389,8,8,No,No,No,13,34500
Gulshan,Apartment,3,2,1189,1,8,No,Yes,No,0,58500
Uttara,Duplex,6,7,2186,2,4,No,No,Yes,1,82500
Bashundhara,Apartment,2,1,696,7,7,Yes,No,Yes,8,27500
Mohakhali,Apartment,3,3,1398,6,6,No,Yes,Yes,2,44500
Bashundhara,Apartment,3,3,1775,10,10,No,Yes,Yes,4,59500
Banani,Apartment,4,3,1554,2,5,No,No,Yes,8,73000
Uttara,Apartment,3,2,1215,16,16,Yes,Yes,Yes,1,52500
Dhanmondi,Apartment,3,4,1525,7,12,No,Yes,Yes,10,56500
Badda,Studio,1,1,411,3,6,No,No,Yes,1,11500
Khilgaon,Apartment,3,3,1122,3,6,No,Yes,Yes,13,28000
Uttara,Apartment,3,2,948,8,9,No,No,Yes,1,33000
Mirpur,Apartment,2,3,1241,1,5,No,No,Yes,8,24000
Mohakhali,House,4,3,1875,1,5,No,No,Yes,3,54500
Mohammadpur,Apartment,3,3,885,5,6,No,No,Yes,1,29000
Dhanmondi,Duplex,6,6,2267,7,8,Yes,Yes,Yes,1,122000
Mirpur,Apartment,2,3,1221,7,9,No,Yes,Yes,6,32500
Mirpur,Studio,1,1,422,5,9,No,Yes,No,2,13500
Dhanmondi,Apartment,4,3,1899,2,7,No,No,Yes,6,74500
Mirpur,Apartment,3,3,984,16,16,No,No,Yes,14,23000
Mohammadpur,Apartment,4,4,1430,2,5,Yes,Yes,Yes,9,54500
Bashundhara,Apartment,3,2,1152,3,5,No,Yes,No,4,40000
Banani,Studio,1,1,390,7,7,Yes,Yes,No,10,25000
Mirpur,Apartment,3,3,1477,3,14,No,No,Yes,1,34000
Gulshan,Duplex,5,6,2366,4,8,No,No,Yes,16,132500
Khilgaon,Studio,1,1,337,4,6,No,No,Yes,0,10500
Badda,Apartment,4,3,1607,2,6,No,No,Yes,9,33500
Khilgaon,Apartment,2,3,1230,4,14,Yes,Yes,Yes,0,40500
Jatrabari,Apartment,3,2,1116,5,9,No,Yes,Yes,0,28000
Bashundhara,Apartment,3,3,1554,5,6,No,Yes,Yes,16,52000
Mirpur,Apartment,3,2,1298,5,8,No,No,Yes,5,32000
Uttara,House,3,3,1920,6,7,No,No,No,1,64000
Uttara,Apartment,2,3,1059,4,6,Yes,Yes,Yes,1,47000
Banani,Duplex,5,5,2607,1,8,No,Yes,Yes,5,127500
Bashundhara,Apartment,2,3,1153,5,8,Yes,Yes,No,13,51000
Dhanmondi,Apartment,4,3,1638,1,6,Yes,No,Yes,9,62000
Bashundhara,Apartment,3,2,1289,5,5,No,Yes,Yes,4,43000
Mirpur,Apartment,2,2,990,6,6,Yes,No,Yes,0,34500
Bashundhara,Apartment,3,3,1033,4,6,Yes,Yes,Yes,18,45000
Khilgaon,House,3,3,2410,5,6,No,Yes,Yes,7,51500
Mohammadpur,House,4,3,1057,1,5,Yes,Yes,No,11,42500
Mirpur,House,4,3,1766,10,10,No,Yes,Yes,7,42000
Mirpur,Apartment,3,4,1599,1,8,No,Yes,Yes,4,37000
Dhanmondi,Apartment,3,2,872,6,6,No,No,No,6,33500
Khilgaon,House,3,2,1549,1,8,No,Yes,No,10,31500
Gulshan,House,3,3,1961,3,12,No,No,Yes,14,88000
Dhanmondi,Apartment,2,2,1375,6,9,No,No,Yes,0,49000
Mohammadpur,Apartment,3,2,1014,3,4,No,Yes,Yes,1,33500
Mohammadpur,House,3,3,1556,4,4,Yes,No,Yes,4,61500
Gulshan,Apartment,3,2,1145,4,5,Yes,Yes,Yes,0,72000
Bashundhara,Apartment,1,1,711,7,7,No,No,Yes,11,22500
Mohammadpur,Apartment,2,2,1318,1,7,Yes,No,Yes,8,40000
Badda,Apartment,3,3,1372,5,7,No,Yes,Yes,3,34500
Uttara,Apartment,2,3,1335,6,7,No,Yes,Yes,8,44000
Banani,Apartment,3,3,917,1,8,Yes,No,No,1,49500
Gulshan,Apartment,3,2,996,1,8,No,Yes,Yes,5,50500
Dhanmondi,Apartment,3,3,1582,5,5,No,No,Yes,2,52500
Uttara,Studio,1,1,562,10,12,No,No,No,4,18000
Gulshan,Apartment,3,2,1356,5,6,No,No,Yes,0,68500
Dhanmondi,Apartment,4,4,1490,6,6,Yes,Yes,Yes,0,75000
Uttara,Apartment,3,2,1308,3,5,No,No,Yes,0,40500
Bashundhara,Apartment,3,3,1043,8,14,No,Yes,No,14,33000
Gulshan,Apartment,3,3,1450,3,14,No,Yes,No,3,66500
Gulshan,Studio,1,1,324,5,5,No,No,No,9,20000
Dhanmondi,Apartment,2,1,777,11,12,No,No,Yes,5,29000
Banani,Apartment,4,3,1497,3,4,Yes,Yes,Yes,0,93500
Mohakhali,Apartment,3,2,998,2,6,No,No,Yes,2,35500
Uttara,Apartment,3,2,1265,5,6,No,No,No,7,38000
Uttara,House,4,4,1541,1,7,No,No,No,1,49500
Bashundhara,Apartment,2,1,632,3,5,No,No,Yes,8,21500
Gulshan,Apartment,3,2,1076,1,10,No,No,Yes,1,46000
Jatrabari,Apartment,3,4,1702,5,6,Yes,No,Yes,3,49500
Dhanmondi,Apartment,3,3,1437,1,8,Yes,No,Yes,0,65500
Mirpur,Studio,1,1,331,7,7,No,Yes,No,0,11500
Gulshan,House,3,3,1560,7,8,No,No,Yes,3,80500
Uttara,Duplex,5,6,2678,1,8,No,No,Yes,1,85000
Dhanmondi,Apartment,3,3,1036,1,6,No,No,Yes,5,40000
Banani,House,3,3,1895,1,8,Yes,Yes,Yes,0,100500
Banani,Apartment,2,2,1166,6,8,No,No,Yes,4,54000
Mohakhali,Apartment,3,3,1075,1,8,No,Yes,Yes,4,37000
Khilgaon,Duplex,5,6,3161,9,9,No,No,Yes,17,60500
Gulshan,Apartment,3,2,1199,1,5,Yes,No,No,7,65000
Mirpur,Apartment,4,4,1593,4,4,Yes,Yes,Yes,0,53500
Mirpur,Apartment,3,3,807,9,9,No,No,Yes,15,20500
Bashundhara,Apartment,4,3,1586,5,6,Yes,No,Yes,19,58500
Mirpur,Apartment,3,3,1253,1,7,No,Yes,Yes,2,33000
Mohakhali,Apartment,2,3,1285,9,16,No,Yes,Yes,11,43000
Bashundhara,Apartment,3,2,1394,1,8,No,Yes,Yes,1,49000
Banani,Apartment,3,3,1501,1,6,No,Yes,Yes,0,67000
Mohammadpur,Apartment,2,2,1011,4,12,No,No,Yes,1,27500
Uttara,Apartment,2,3,908,7,8,No,No,Yes,1,31000
Banani,Apartment,4,4,1816,5,6,No,No,No,24,72000
Bashundhara,Apartment,3,2,1007,3,6,Yes,No,Yes,8,44500
Dhanmondi,Apartment,3,2,1226,9,9,No,No,Yes,7,44000
Mirpur,Apartment,2,1,531,4,7,No,No,Yes,7,16000
Bashundhara,Apartment,4,3,1484,5,7,No,Yes,Yes,11,53000
Dhanmondi,Apartment,3,2,1101,5,5,No,Yes,Yes,5,43000
Mirpur,Apartment,3,3,1061,1,5,No,No,Yes,1,26000
Uttara,Apartment,3,2,1192,2,7,No,Yes,Yes,16,36000
Uttara,Apartment,3,3,1314,2,6,No,No,Yes,0,49000
Gulshan,House,5,5,1859,9,12,No,Yes,Yes,6,103500
Dhanmondi,Apartment,3,2,915,8,8,No,Yes,Yes,1,38500
Uttara,Apartment,3,2,1231,2,4,No,Yes,No,0,41500
Mirpur,Apartment,3,2,1259,3,7,Yes,Yes,No,7,43500
Uttara,Apartment,4,3,1427,6,6,Yes,No,Yes,17,56000
Uttara,Apartment,4,3,1750,3,9,Yes,Yes,Yes,3,75000
Mohammadpur,Apartment,4,3,1431,1,5,No,Yes,Yes,0,40500
Banani,Apartment,3,3,1604,1,4,No,No,Yes,2,76500
Banani,Apartment,3,2,1398,3,8,No,Yes,Yes,1,71500
Uttara,Apartment,2,1,779,3,5,No,No,Yes,1,26000
Mirpur,Apartment,3,2,1068,9,14,No,Yes,Yes,7,29000
Uttara,Apartment,3,2,1286,6,6,No,No,No,11,39000
Banani,House,4,4,1723,4,10,No,Yes,Yes,9,92500
Mohakhali,Duplex,6,6,2682,12,12,No,Yes,Yes,5,89000
Mirpur,House,3,3,1535,4,12,Yes,Yes,Yes,2,51500
Jatrabari,Apartment,3,3,1153,4,5,No,No,Yes,12,24000
Uttara,Apartment,3,2,1227,2,5,No,No,No,12,35500
Mirpur,Apartment,3,2,896,1,5,No,Yes,Yes,4,23500
Mohammadpur,Apartment,3,3,989,4,4,No,No,Yes,5,27000
Bashundhara,Apartment,2,2,1245,5,7,No,Yes,No,10,40000
Uttara,Apartment,4,4,1575,5,5,Yes,No,No,1,66500
Mohammadpur,Apartment,3,3,1081,1,6,No,Yes,Yes,5,31500
Mirpur,House,3,3,1216,4,5,No,Yes,Yes,1,37500
Banani,Apartment,3,2,1267,4,6,No,Yes,Yes,2,66500
Mirpur,Duplex,6,6,3162,6,9,No,No,Yes,2,83500
Dhanmondi,Studio,1,1,484,5,5,No,No,Yes,5,22000
Uttara,Studio,1,1,504,3,7,No,No,Yes,20,16000
Khilgaon,Apartment,2,2,1271,4,9,No,No,Yes,6,28500
Dhanmondi,Apartment,2,1,764,2,4,No,No,Yes,0,30000
Bashundhara,House,4,4,2264,7,7,Yes,Yes,No,12,86000
Mirpur,House,3,3,1572,4,7,No,Yes,Yes,6,41500
Badda,Apartment,4,3,1652,1,9,No,Yes,Yes,1,39500
Jatrabari,Apartment,3,3,1067,2,7,Yes,Yes,Yes,0,40000
Gulshan,Apartment,3,3,1346,6,6,No,No,Yes,2,70500
Banani,Apartment,3,3,976,14,14,No,No,Yes,12,42500
Jatrabari,Apartment,3,2,1018,1,7,Yes,No,Yes,3,26000
Mohammadpur,House,4,4,1932,4,7,No,No,Yes,2,57500
Dhanmondi,Apartment,2,2,1353,4,7,No,No,Yes,1,53000
Banani,Apartment,3,2,905,3,6,No,Yes,Yes,13,45500
Khilgaon,Apartment,3,2,1254,3,14,Yes,No,No,7,36500
Banani,Apartment,3,2,1170,4,6,No,Yes,Yes,10,55500
Bashundhara,Studio,1,1,607,1,8,Yes,No,Yes,5,26000
Mirpur,Duplex,4,5,2337,4,10,No,Yes,Yes,14,55000
Mirpur,Apartment,3,2,1023,5,7,No,Yes,No,2,28500
Mohakhali,Duplex,5,5,2164,2,8,No,No,Yes,2,75500
Khilgaon,Apartment,2,1,500,4,5,No,No,Yes,7,13000
Mohakhali,Apartment,3,3,1119,3,7,No,Yes,Yes,0,38500
Mirpur,Apartment,2,3,1334,2,8,No,Yes,Yes,6,36500
Mirpur,Studio,1,1,361,2,6,No,No,No,0,9500
Dhanmondi,Apartment,3,3,1057,3,5,No,Yes,Yes,6,49000
Uttara,Apartment,3,3,1282,3,5,No,Yes,Yes,5,45000
Badda,Apartment,4,4,1422,9,9,Yes,No,No,7,46000
Mirpur,Apartment,4,3,1440,1,6,No,Yes,Yes,2,34500
Banani,Apartment,4,3,1743,5,5,No,Yes,Yes,4,81500
Gulshan,Studio,1,1,404,13,16,Yes,Yes,Yes,0,33000
Mirpur,Studio,1,1,489,9,12,No,No,No,13,10500
Mirpur,Apartment,3,3,800,4,8,No,Yes,Yes,0,29000
Mirpur,Apartment,3,2,1205,6,6,No,No,Yes,0,31000
Uttara,House,5,5,1548,4,4,No,Yes,Yes,3,61000
Gulshan,Apartment,3,3,1180,6,7,Yes,Yes,Yes,7,69500
Bashundhara,Apartment,3,3,1593,5,7,No,Yes,Yes,3,53000
Jatrabari,Apartment,3,2,1231,3,10,Yes,Yes,Yes,4,40000
Badda,Apartment,4,3,1594,11,14,No,Yes,Yes,8,40000
Khilgaon,Apartment,3,2,974,1,7,No,No,Yes,7,21000
Mohammadpur,Apartment,4,4,1508,4,6,Yes,Yes,Yes,12,52000
Uttara,Apartment,2,2,1172,4,6,No,Yes,Yes,15,35000
Mirpur,Apartment,3,2,1329,8,10,Yes,No,No,1,44500
Uttara,Apartment,3,2,951,3,6,No,No,Yes,2,30500
Mirpur,Apartment,3,2,997,2,8,No,No,Yes,0,27000
Uttara,Apartment,3,2,1088,6,8,Yes,No,Yes,4,44500
Badda,Apartment,3,2,1227,7,7,No,Yes,Yes,15,26000
Mirpur,Apartment,3,2,1353,4,8,No,No,Yes,15,28500
Mohammadpur,Apartment,4,3,1546,2,14,No,No,Yes,0,45000
Bashundhara,House,4,3,2318,1,7,No,Yes,Yes,0,79500
Mirpur,Duplex,5,5,2262,2,7,Yes,No,Yes,8,77000
Bashundhara,Duplex,5,6,2420,6,6,No,Yes,Yes,1,102000
Banani,Apartment,3,2,968,1,4,No,No,Yes,11,43500
Banani,Apartment,3,3,1162,3,6,Yes,Yes,Yes,5,69000
Mirpur,House,4,3,2145,1,7,Yes,Yes,Yes,3,63500
Mohammadpur,Apartment,3,3,1686,2,7,No,Yes,Yes,9,41500
Dhanmondi,Apartment,3,3,1531,4,6,Yes,No,No,4,63500
Gulshan,Apartment,3,3,1590,7,8,Yes,Yes,Yes,5,93500
Mohakhali,Duplex,4,5,2168,8,12,No,No,Yes,4,70500
Mohakhali,Apartment,3,2,1020,3,5,No,No,Yes,3,34000
Mirpur,Apartment,3,4,1492,2,14,Yes,No,Yes,4,51000
Jatrabari,Apartment,3,3,1142,1,6,No,Yes,Yes,9,23500
Banani,House,3,3,2039,4,10,No,Yes,Yes,1,110000
Mohakhali,House,4,4,2027,2,9,No,No,Yes,15,54000
Dhanmondi,Apartment,3,2,1044,5,9,No,Yes,Yes,9,39000
Bashundhara,Apartment,3,2,1381,5,5,No,No,Yes,4,47000
Bashundhara,Duplex,6,6,2452,5,9,No,Yes,Yes,2,92000
Mirpur,Apartment,3,2,1062,6,7,No,Yes,Yes,4,29000
Mohammadpur,Apartment,2,1,718,4,10,No,Yes,Yes,21,20500
Jatrabari,Apartment,3,2,1140,2,8,No,Yes,Yes,5,25500
Uttara,Apartment,3,3,1040,2,5,No,Yes,Yes,2,39500
Bashundhara,Apartment,3,2,1257,3,6,No,Yes,Yes,6,44000
Mirpur,Duplex,4,4,2883,4,4,No,Yes,Yes,0,69000
Mirpur,Apartment,2,2,1171,2,4,No,Yes,Yes,5,31000
Mohammadpur,House,4,4,1689,12,12,No,Yes,No,2,45000
Gulshan,House,3,3,1827,9,9,No,No,Yes,0,91500
Mohammadpur,Apartment,1,1,641,1,6,No,No,Yes,0,16000
Bashundhara,Apartment,3,2,1342,9,9,No,Yes,No,1,41000
Bashundhara,House,4,4,1797,2,7,No,Yes,No,9,68500
Mohammadpur,Apartment,3,3,1560,8,9,No,Yes,Yes,22,34500
Dhanmondi,Apartment,2,3,1284,2,7,No,Yes,Yes,2,55500
Khilgaon,House,4,3,1259,11,12,No,Yes,Yes,1,35000
Uttara,Apartment,3,3,1494,2,5,No,Yes,Yes,7,47500
Gulshan,Apartment,1,1,792,9,12,No,No,No,9,35500
Mohammadpur,Apartment,2,1,672,7,8,No,No,Yes,8,18500
Mirpur,Apartment,3,2,1357,5,7,Yes,Yes,Yes,4,49000
Bashundhara,Apartment,3,2,1193,4,5,No,No,No,2,43000
Gulshan,Apartment,3,2,1375,5,7,Yes,No,Yes,6,79000
Khilgaon,Apartment,3,2,1292,4,4,No,Yes,Yes,2,29500
Badda,Apartment,2,3,926,4,4,No,No,Yes,6,23000
Mirpur,Apartment,3,3,978,2,5,No,No,Yes,10,25000
Mirpur,Apartment,3,3,1277,6,6,Yes,No,Yes,0,41000
Mohakhali,Apartment,2,2,1216,1,5,No,Yes,Yes,5,38000
Gulshan,Studio,1,1,409,4,6,Yes,No,No,4,28500
Bashundhara,Studio,1,1,501,1,7,No,No,Yes,7,17500
Uttara,House,3,3,942,8,8,No,No,No,9,30500
Dhanmondi,Apartment,3,3,1241,5,8,No,No,No,0,49000
Gulshan,Apartment,3,2,904,2,4,No,No,Yes,5,46000
Uttara,Duplex,4,4,1950,3,7,Yes,No,Yes,1,94500
Jatrabari,Apartment,3,3,1403,5,10,Yes,No,Yes,1,43500
Jatrabari,Studio,1,1,592,3,8,No,Yes,No,3,15000
Badda,Apartment,2,2,892,4,7,No,No,No,9,18500
Uttara,House,3,3,2135,6,7,No,Yes,Yes,1,75000
Mohakhali,Apartment,3,3,1275,5,6,No,No,Yes,7,42500
Uttara,Apartment,2,2,1381,1,6,No,Yes,No,1,39500
Dhanmondi,Apartment,2,2,1018,2,7,No,No,Yes,1,35500
Banani,Apartment,3,2,1328,1,6,No,Yes,No,5,60000
Gulshan,Apartment,3,2,909,1,4,Yes,No,Yes,1,53500
Mohakhali,Apartment,3,2,1238,1,10,No,No,Yes,6,36000
Dhanmondi,Apartment,3,2,1220,3,8,No,Yes,Yes,12,45000
Dhanmondi,Apartment,3,3,1115,2,5,No,No,Yes,8,41500
Uttara,House,3,3,1891,3,6,No,Yes,Yes,2,63500
Gulshan,Apartment,3,3,1493,4,6,No,No,Yes,1,81000
Mirpur,Apartment,3,4,1602,4,8,Yes,No,Yes,0,53000
Uttara,Apartment,3,3,1698,6,9,No,Yes,Yes,5,54000
Mirpur,Apartment,3,3,1734,2,6,Yes,No,No,0,55000
Mirpur,Duplex,5,5,2463,4,7,No,Yes,Yes,14,64000
Dhanmondi,Studio,1,1,522,4,6,No,No,No,3,22000
Mohakhali,Apartment,3,2,871,6,7,No,Yes,Yes,9,32000
Mohakhali,Apartment,2,3,1207,1,8,Yes,No,No,1,44500
Uttara,House,3,3,1112,1,5,No,Yes,Yes,8,40000
Mohakhali,Apartment,3,3,988,5,9,No,Yes,No,3,37000
Banani,Apartment,3,2,1298,1,7,No,Yes,Yes,0,62000
Bashundhara,Apartment,2,2,898,7,7,No,No,No,6,27000
Banani,Apartment,3,2,1315,5,8,No,No,Yes,30,55000
Mohakhali,Apartment,3,2,1188,8,12,No,No,Yes,3,35000
Bashundhara,Apartment,3,3,1408,4,4,No,Yes,Yes,2,54500
Bashundhara,Studio,1,1,398,1,5,No,Yes,Yes,0,18000
Mirpur,Apartment,3,2,1175,5,6,No,Yes,Yes,1,33000
Uttara,Apartment,4,4,1556,1,6,No,Yes,Yes,4,48500
Mohammadpur,Studio,1,1,458,3,8,No,No,No,12,11500
Mohammadpur,House,4,4,1727,2,4,Yes,Yes,Yes,0,64500
Bashundhara,Apartment,3,3,1423,2,6,No,No,Yes,1,50000
Mirpur,Studio,1,1,453,1,5,No,No,No,13,10000
Banani,Duplex,5,6,2340,3,7,Yes,Yes,Yes,5,151500
Gulshan,Apartment,3,2,851,5,7,No,No,Yes,1,43500
Mirpur,Studio,1,1,552,4,4,Yes,No,No,0,22000
Mohammadpur,Apartment,2,2,1241,2,4,Yes,No,Yes,4,42000
Uttara,Apartment,2,2,932,6,6,No,No,Yes,11,30500
Bashundhara,Apartment,4,4,1536,5,8,No,Yes,Yes,2,56500
Gulshan,Apartment,1,1,753,1,9,No,No,Yes,1,31500
Dhanmondi,Apartment,3,3,1029,1,6,No,Yes,Yes,6,42000
Mohammadpur,House,4,4,900,2,4,Yes,No,Yes,1,40500
Mohakhali,Apartment,2,2,966,2,4,No,No,No,1,28000
Mohakhali,House,3,2,1814,3,12,No,Yes,Yes,11,53000
Banani,Duplex,4,5,2816,2,8,No,No,Yes,0,153500
Mohakhali,Apartment,3,2,1027,5,9,No,No,Yes,18,30500
Khilgaon,Apartment,1,1,795,2,4,No,Yes,Yes,5,19500
Banani,House,4,4,1908,8,9,Yes,Yes,Yes,5,111500
Dhanmondi,Apartment,3,2,1167,8,10,No,No,Yes,2,47000
Dhanmondi,House,3,3,1666,1,8,No,Yes,Yes,8,61000
Uttara,Apartment,3,4,1759,2,9,No,No,Yes,2,56500
Gulshan,Studio,1,1,402,4,8,No,No,Yes,2,23500
Bashundhara,Apartment,3,4,1624,4,9,No,Yes,Yes,2,55000
Gulshan,House,4,3,2028,5,5,No,No,Yes,1,106500
Mohakhali,Apartment,3,4,1814,8,9,No,Yes,Yes,1,58500
Bashundhara,Duplex,4,4,2343,11,12,No,No,Yes,17,75500
Dhanmondi,Apartment,2,3,1184,4,6,No,No,Yes,21,41000
Uttara,Apartment,3,3,1185,4,7,No,Yes,Yes,0,43000
Mirpur,Apartment,3,2,1057,2,4,No,Yes,Yes,1,29000
Bashundhara,Apartment,3,2,1266,8,10,No,Yes,No,2,41000
Uttara,House,3,2,1341,6,8,Yes,No,Yes,6,61500
Mohammadpur,Studio,1,1,495,5,7,No,No,No,0,13500
Khilgaon,Studio,1,1,527,1,5,Yes,Yes,No,9,18000
Mirpur,House,5,4,1434,4,4,No,No,Yes,5,37500
Banani,Apartment,1,1,500,11,12,Yes,No,Yes,3,31000
Badda,Studio,1,1,436,4,4,Yes,No,Yes,9,17500
Dhanmondi,Duplex,4,5,3176,1,5,No,No,Yes,4,123500
Mohakhali,Apartment,3,2,1331,1,10,No,No,No,5,37500
Uttara,Apartment,3,3,1647,2,7,No,Yes,Yes,7,48500
Uttara,Duplex,4,4,2262,1,5,No,Yes,Yes,9,70000
Mohammadpur,Apartment,2,2,860,5,8,No,Yes,Yes,6,26500
Mirpur,Apartment,3,2,935,1,4,No,Yes,Yes,2,26500
Mohammadpur,Apartment,4,4,1715,2,8,No,Yes,Yes,0,52500
Bashundhara,Studio,1,1,463,3,5,No,No,Yes,8,17500
Dhanmondi,Duplex,4,4,2797,2,7,Yes,Yes,Yes,22,121000
Mirpur,Studio,1,1,472,4,8,No,No,No,1,13000
Mohammadpur,Studio,1,1,599,1,8,No,No,No,18,13500
Jatrabari,Duplex,6,7,2300,5,12,No,No,Yes,7,51500
Banani,Apartment,3,2,1145,3,10,Yes,No,Yes,7,68000
Mirpur,House,5,5,2036,1,8,Yes,No,Yes,5,60500
Uttara,Apartment,3,2,849,3,9,No,No,No,8,29500
Uttara,House,4,3,1582,5,6,No,Yes,No,0,57500
Gulshan,Apartment,3,3,1642,5,5,No,Yes,Yes,13,74500
Badda,Apartment,3,3,1045,5,7,No,No,Yes,2,28500
Dhanmondi,Apartment,3,2,1196,1,6,No,Yes,Yes,0,47000
Gulshan,Studio,1,1,388,5,7,No,No,No,2,21500
Mohakhali,Apartment,3,2,1347,1,6,Yes,Yes,Yes,9,50500
Mirpur,House,4,4,1794,4,7,No,Yes,No,0,50000
Uttara,Apartment,2,1,647,3,8,No,No,Yes,0,24500
Gulshan,Apartment,2,3,1016,12,12,No,Yes,Yes,1,52500
Mohakhali,Apartment,4,3,1425,2,8,No,Yes,No,1,50500
Mohammadpur,Apartment,2,2,1046,8,9,No,Yes,Yes,5,28500
Gulshan,Apartment,3,3,919,3,5,No,No,No,0,54000
Uttara,Apartment,2,3,1140,13,16,No,Yes,Yes,0,39500
Dhanmondi,Apartment,2,2,1240,1,4,No,Yes,Yes,6,42500
Mohammadpur,Apartment,3,4,1703,5,5,No,No,Yes,6,43500
Bashundhara,Apartment,3,2,899,8,8,No,No,Yes,1,32000
Mirpur,Studio,1,1,452,1,5,No,Yes,Yes,21,12000
Mohammadpur,Apartment,3,2,1171,7,8,No,Yes,Yes,5,35500
Bashundhara,House,3,3,900,5,10,No,No,Yes,2,36500
Mohammadpur,Apartment,3,3,1056,3,6,No,Yes,Yes,0,34000
Uttara,Apartment,4,3,1436,2,6,No,Yes,No,5,44000
Bashundhara,House,5,4,1610,3,14,No,Yes,Yes,0,70000
Uttara,Apartment,4,3,1518,5,7,No,No,Yes,5,52500
Gulshan,Apartment,3,3,1448,7,8,No,Yes,Yes,27,66000
Mohammadpur,Apartment,3,3,1567,5,7,Yes,Yes,No,8,58500
Dhanmondi,Apartment,3,2,1355,4,4,No,Yes,Yes,10,51000
Gulshan,House,4,4,1691,4,10,Yes,No,Yes,5,104500
Gulshan,House,3,3,2136,1,5,No,Yes,Yes,5,101500
Mirpur,Apartment,3,3,1655,2,12,Yes,Yes,Yes,4,51000
Banani,Apartment,3,2,1178,2,5,Yes,No,Yes,0,67000
Uttara,Apartment,2,2,1133,2,4,Yes,No,Yes,7,42000
Khilgaon,Apartment,3,4,1436,5,6,No,Yes,Yes,2,37000
